,Series,Country,Country Code,Time,Value,YoY Change
15852,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2000,2.76097316735e-09,7.085051696174949
15869,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2001,3.3630998242399997e-09,21.80849361415289
15886,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2002,3.87845559227e-09,15.323832028877149
15903,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2003,3.54945323957e-09,-8.482818608410058
15920,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2004,3.18273629362e-09,-10.331646064857757
15937,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2005,3.05967648808e-09,-3.8664782183393975
15954,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2006,3.03500301874e-09,-0.8064077831798189
15971,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2007,2.92385141253e-09,-3.662322756309644
15988,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2008,2.65856027673e-09,-9.073345337013706
16005,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2009,2.6991299853e-09,1.5260029620205007
16022,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2010,2.7006439658e-09,0.05609142606119999
16039,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2011,2.35359948406e-09,-12.850434419895718
16056,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2012,2.0589659026099996e-09,-12.518424797653015
16073,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2013,2.2384874321e-09,8.719014203316044
16090,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2014,2.52328550836e-09,12.722790942490182
16107,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2015,2.7581578804100003e-09,9.3081964475219
16124,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2016,3.1275348375099997e-09,13.392161475727104
16141,"Exchange rate, new LCU per USD extended backward, period average",Papua New Guinea,PNG,2017,3.18273560835e-09,1.7649929963353683
16170,"CPI Price, seas. adj.",China,CHN,1987,2.845196889503e-08,793.9469813447722
16187,"CPI Price, seas. adj.",China,CHN,1988,3.382275009064e-08,18.87665917049477
16204,"CPI Price, seas. adj.",China,CHN,1989,3.997507384544e-08,18.189898037009634
16221,"CPI Price, seas. adj.",China,CHN,1990,4.119309088318e-08,3.0469413075991936
16238,"CPI Price, seas. adj.",China,CHN,1991,4.267037510706e-08,3.5862427222794535
16255,"CPI Price, seas. adj.",China,CHN,1992,4.5390245692139996e-08,6.374142665153126
16272,"CPI Price, seas. adj.",China,CHN,1993,5.202954598194e-08,14.627152130506516
16289,"CPI Price, seas. adj.",China,CHN,1994,6.464622380268e-08,24.24906383984089
16306,"CPI Price, seas. adj.",China,CHN,1995,7.547852003369999e-08,16.75627065872165
16323,"CPI Price, seas. adj.",China,CHN,1996,8.174546396069e-08,8.302950195886094
16340,"CPI Price, seas. adj.",China,CHN,1997,8.402361986829e-08,2.786889690534422
16357,"CPI Price, seas. adj.",China,CHN,1998,8.337309979878999e-08,-0.774210954633614
16374,"CPI Price, seas. adj.",China,CHN,1999,8.220518860875e-08,-1.4008249577604603
16391,"CPI Price, seas. adj.",China,CHN,2000,8.250269106333e-08,0.3619022833168728
16408,"CPI Price, seas. adj.",China,CHN,2001,8.309181488413e-08,0.7140661876686938
16425,"CPI Price, seas. adj.",China,CHN,2002,8.248448588726001e-08,-0.7309131443535066
16442,"CPI Price, seas. adj.",China,CHN,2003,8.341078806471e-08,1.123001698423698
16459,"CPI Price, seas. adj.",China,CHN,2004,8.660894233630999e-08,3.834221382872993
16476,"CPI Price, seas. adj.",China,CHN,2005,8.814661887728001e-08,1.7754246842076604
16493,"CPI Price, seas. adj.",China,CHN,2006,8.960272091909e-08,1.6519091263582197
16510,"CPI Price, seas. adj.",China,CHN,2007,9.392236677904e-08,4.820886928032664
16527,"CPI Price, seas. adj.",China,CHN,2008,9.947231814286e-08,5.909083804155735
16544,"CPI Price, seas. adj.",China,CHN,2009,9.874440743872999e-08,-0.7317721329109905
16561,"CPI Price, seas. adj.",China,CHN,2010,1.0187960494984e-07,3.1750633706069564
16578,"CPI Price, seas. adj.",China,CHN,2011,1.075152301481e-07,5.531651993580744
16595,"CPI Price, seas. adj.",China,CHN,2012,1.1032161882097e-07,2.6102243086902677
16612,"CPI Price, seas. adj.",China,CHN,2013,1.1315475279135e-07,2.5680678009063707
16629,"CPI Price, seas. adj.",China,CHN,2014,1.1548264944612001e-07,2.0572681194067854
16646,"CPI Price, seas. adj.",China,CHN,2015,1.1726360241714e-07,1.5421822928048723
16663,"CPI Price, seas. adj.",China,CHN,2016,1.1975163987133e-07,2.1217474159964222
16680,"CPI Price, seas. adj.",China,CHN,2017,1.2157135257688e-07,1.5195722643174037
16709,"CPI Price, seas. adj.",Indonesia,IDN,1987,1.052104034766e-08,-91.34578983892884
16726,"CPI Price, seas. adj.",Indonesia,IDN,1988,1.1368030253269999e-08,8.050438717292629
16743,"CPI Price, seas. adj.",Indonesia,IDN,1989,1.2098898057390001e-08,6.429150766112435
16760,"CPI Price, seas. adj.",Indonesia,IDN,1990,1.304604226125e-08,7.828350973512688
16777,"CPI Price, seas. adj.",Indonesia,IDN,1991,1.427698190749e-08,9.435349216184875
16794,"CPI Price, seas. adj.",Indonesia,IDN,1992,1.535369046698e-08,7.541569825238326
16811,"CPI Price, seas. adj.",Indonesia,IDN,1993,1.683947710117e-08,9.677065181074006
16828,"CPI Price, seas. adj.",Indonesia,IDN,1994,1.82752059081e-08,8.525970244231896
16845,"CPI Price, seas. adj.",Indonesia,IDN,1995,1.999577248081e-08,9.414758888967745
16862,"CPI Price, seas. adj.",Indonesia,IDN,1996,2.158632256549e-08,7.954431799053818
16879,"CPI Price, seas. adj.",Indonesia,IDN,1997,2.293080929804e-08,6.228419539599717
16896,"CPI Price, seas. adj.",Indonesia,IDN,1998,3.6345748767099996e-08,58.50181428270231
16913,"CPI Price, seas. adj.",Indonesia,IDN,1999,4.375354655515e-08,20.38146974359629
16930,"CPI Price, seas. adj.",Indonesia,IDN,2000,4.5374909693930003e-08,3.705672491568923
16947,"CPI Price, seas. adj.",Indonesia,IDN,2001,5.058440914275e-08,11.481013370516724
16964,"CPI Price, seas. adj.",Indonesia,IDN,2002,5.660093486242e-08,11.894031820538364
16981,"CPI Price, seas. adj.",Indonesia,IDN,2003,6.044418266777e-08,6.790078317066306
16998,"CPI Price, seas. adj.",Indonesia,IDN,2004,6.411150351674e-08,6.067285034074077
17015,"CPI Price, seas. adj.",Indonesia,IDN,2005,7.080963985993e-08,10.44763572178753
17032,"CPI Price, seas. adj.",Indonesia,IDN,2006,8.008881375153e-08,13.104393568383244
17049,"CPI Price, seas. adj.",Indonesia,IDN,2007,8.514513015642e-08,6.3133865617948315
17066,"CPI Price, seas. adj.",Indonesia,IDN,2008,9.355172449799e-08,9.873253263135862
17083,"CPI Price, seas. adj.",Indonesia,IDN,2009,9.804959284136e-08,4.807894635300536
17100,"CPI Price, seas. adj.",Indonesia,IDN,2010,1.0309874756785e-07,5.149592752169108
17117,"CPI Price, seas. adj.",Indonesia,IDN,2011,1.0861434170718999e-07,5.3498168207233965
17134,"CPI Price, seas. adj.",Indonesia,IDN,2012,1.1294076765147e-07,3.9832915950855696
17151,"CPI Price, seas. adj.",Indonesia,IDN,2013,1.2018329260822001e-07,6.412675517754685
17168,"CPI Price, seas. adj.",Indonesia,IDN,2014,1.2787084312864e-07,6.396521807303368
17185,"CPI Price, seas. adj.",Indonesia,IDN,2015,1.3600793972891e-07,6.3635277606513885
17202,"CPI Price, seas. adj.",Indonesia,IDN,2016,1.4080063437945e-07,3.5238344614974437
17219,"CPI Price, seas. adj.",Indonesia,IDN,2017,1.4615942493805e-07,3.805942055742717
17248,"CPI Price, seas. adj.",Malaysia,MYS,1987,5.248394814401e-08,-64.09130087487999
17265,"CPI Price, seas. adj.",Malaysia,MYS,1988,5.382822961733e-08,2.561319262094086
17282,"CPI Price, seas. adj.",Malaysia,MYS,1989,5.535287849745e-08,2.832433633725051
17299,"CPI Price, seas. adj.",Malaysia,MYS,1990,5.707139004879e-08,3.1046471258385777
17316,"CPI Price, seas. adj.",Malaysia,MYS,1991,5.952568695128e-08,4.300397975924253
17333,"CPI Price, seas. adj.",Malaysia,MYS,1992,6.236697209151e-08,4.773208484860492
17350,"CPI Price, seas. adj.",Malaysia,MYS,1993,6.466268907316e-08,3.6809819439070024
17367,"CPI Price, seas. adj.",Malaysia,MYS,1994,6.69439231123e-08,3.5278985019614684
17384,"CPI Price, seas. adj.",Malaysia,MYS,1995,6.927353898276e-08,3.479951222087796
17401,"CPI Price, seas. adj.",Malaysia,MYS,1996,7.170343028657e-08,3.507676003697058
17418,"CPI Price, seas. adj.",Malaysia,MYS,1997,7.358603972513e-08,2.6255500344069427
17435,"CPI Price, seas. adj.",Malaysia,MYS,1998,7.74800188712e-08,5.291736259507118
17452,"CPI Price, seas. adj.",Malaysia,MYS,1999,7.959442277265001e-08,2.7289666836102677
17469,"CPI Price, seas. adj.",Malaysia,MYS,2000,8.085600864775e-08,1.5850179336101666
17486,"CPI Price, seas. adj.",Malaysia,MYS,2001,8.198470360848e-08,1.3959320767948924
17503,"CPI Price, seas. adj.",Malaysia,MYS,2002,8.347544916376e-08,1.8183215766676364
17520,"CPI Price, seas. adj.",Malaysia,MYS,2003,8.433012358331e-08,1.023863217403398
17537,"CPI Price, seas. adj.",Malaysia,MYS,2004,8.556024214656e-08,1.458694130852023
17554,"CPI Price, seas. adj.",Malaysia,MYS,2005,8.814880050269e-08,3.02542196140112
17571,"CPI Price, seas. adj.",Malaysia,MYS,2006,9.134168444649001e-08,3.622152457653205
17588,"CPI Price, seas. adj.",Malaysia,MYS,2007,9.319902145096001e-08,2.033394737271421
17605,"CPI Price, seas. adj.",Malaysia,MYS,2008,9.825944208816e-08,5.429692885630488
17622,"CPI Price, seas. adj.",Malaysia,MYS,2009,9.884853205722e-08,0.5995250497468296
17639,"CPI Price, seas. adj.",Malaysia,MYS,2010,1.0055899129085e-07,1.7303840512673307
17656,"CPI Price, seas. adj.",Malaysia,MYS,2011,1.0374774425999e-07,3.1710272032433817
17673,"CPI Price, seas. adj.",Malaysia,MYS,2012,1.0546652312931e-07,1.6566903517562626
17690,"CPI Price, seas. adj.",Malaysia,MYS,2013,1.0768131725214999e-07,2.099997285512556
17707,"CPI Price, seas. adj.",Malaysia,MYS,2014,1.110651831461e-07,3.1424818903600826
17724,"CPI Price, seas. adj.",Malaysia,MYS,2015,1.1340522315283999e-07,2.106906899583283
17741,"CPI Price, seas. adj.",Malaysia,MYS,2016,1.1512280551495e-07,1.5145531346428154
17758,"CPI Price, seas. adj.",Malaysia,MYS,2017,,
17787,"CPI Price, seas. adj.",Singapore,SGP,1987,6.812568680256e-08,
17804,"CPI Price, seas. adj.",Singapore,SGP,1988,6.916546718051001e-08,1.5262677365198263
17821,"CPI Price, seas. adj.",Singapore,SGP,1989,7.075391574190001e-08,2.296591964374972
17838,"CPI Price, seas. adj.",Singapore,SGP,1990,7.319728838743e-08,3.4533391119200507
17855,"CPI Price, seas. adj.",Singapore,SGP,1991,7.571543545217e-08,3.4402190575852476
17872,"CPI Price, seas. adj.",Singapore,SGP,1992,7.741444955193e-08,2.2439468116554284
17889,"CPI Price, seas. adj.",Singapore,SGP,1993,7.918794787265e-08,2.290913816457918
17906,"CPI Price, seas. adj.",Singapore,SGP,1994,8.163905913854e-08,3.0953084803155617
17923,"CPI Price, seas. adj.",Singapore,SGP,1995,8.304710111281e-08,1.7247160723405486
17940,"CPI Price, seas. adj.",Singapore,SGP,1996,8.41922234604e-08,1.378882985974994
17957,"CPI Price, seas. adj.",Singapore,SGP,1997,8.589568726687e-08,2.0233030278280273
17974,"CPI Price, seas. adj.",Singapore,SGP,1998,8.566285152683e-08,-0.2710680215138206
17991,"CPI Price, seas. adj.",Singapore,SGP,1999,8.568306867251999e-08,0.02360083201720098
18008,"CPI Price, seas. adj.",Singapore,SGP,2000,8.683815449382e-08,1.3480910980379734
18025,"CPI Price, seas. adj.",Singapore,SGP,2001,8.771929315442e-08,1.014690680307706
18042,"CPI Price, seas. adj.",Singapore,SGP,2002,8.737569841049e-08,-0.3916980308142137
18059,"CPI Price, seas. adj.",Singapore,SGP,2003,8.780112906470999e-08,0.4868981444031917
18076,"CPI Price, seas. adj.",Singapore,SGP,2004,8.92709832691e-08,1.6740720991260893
18093,"CPI Price, seas. adj.",Singapore,SGP,2005,8.969031975979e-08,0.4697343698186307
18110,"CPI Price, seas. adj.",Singapore,SGP,2006,9.054882295584e-08,0.9571860133281263
18127,"CPI Price, seas. adj.",Singapore,SGP,2007,9.246074584823e-08,2.1114828773891814
18144,"CPI Price, seas. adj.",Singapore,SGP,2008,9.858479980189e-08,6.623409639926914
18161,"CPI Price, seas. adj.",Singapore,SGP,2009,9.917119375958e-08,0.5948117345355275
18178,"CPI Price, seas. adj.",Singapore,SGP,2010,1.0196986581232e-07,2.82206147434787
18195,"CPI Price, seas. adj.",Singapore,SGP,2011,1.0731754267849e-07,5.244369818052563
18212,"CPI Price, seas. adj.",Singapore,SGP,2012,1.1223727383882e-07,4.584274888839834
18229,"CPI Price, seas. adj.",Singapore,SGP,2013,1.1488746111343001e-07,2.361236320133586
18246,"CPI Price, seas. adj.",Singapore,SGP,2014,1.1606585952856e-07,1.0256980210978206
18263,"CPI Price, seas. adj.",Singapore,SGP,2015,1.1545915169244e-07,-0.5227272158965124
18280,"CPI Price, seas. adj.",Singapore,SGP,2016,1.1483358096919e-07,-0.5418112935009267
18297,"CPI Price, seas. adj.",Singapore,SGP,2017,1.1549358855303e-07,0.5747513734828846
18326,"CPI Price, seas. adj.",Taiwan China,TWN,1987,6.430722358026e-08,-44.31965931101646
18343,"CPI Price, seas. adj.",Taiwan China,TWN,1988,6.513444574344e-08,1.2863596297973734
18360,"CPI Price, seas. adj.",Taiwan China,TWN,1989,6.800935274737001e-08,4.413804356690254
18377,"CPI Price, seas. adj.",Taiwan China,TWN,1990,7.081517695823e-08,4.125644631970848
18394,"CPI Price, seas. adj.",Taiwan China,TWN,1991,7.382736387147e-08,4.253589474212194
18411,"CPI Price, seas. adj.",Taiwan China,TWN,1992,7.698568746236e-08,4.277985052247701
18428,"CPI Price, seas. adj.",Taiwan China,TWN,1993,7.927959046303e-08,2.979648654552247
18445,"CPI Price, seas. adj.",Taiwan China,TWN,1994,8.229089169943999e-08,3.7983309686926647
18462,"CPI Price, seas. adj.",Taiwan China,TWN,1995,8.552361214440001e-08,3.928406143376395
